report_num,report
7,?
7,memainkan
7,petasan
7,juga
7,berbahaya
7,karena
7,rumah
7,no.14
7,adalah
7,tempat
7,usaha
7,yang
7,banyak
7,memiliki
7,kertas
7,dan
7,bahan-bahan
7,mudah
7,terbakar
7,.
7,jika
7,petasan
7,hingga
7,menyebabkan
7,kebakaran
7,besar
7,","
7,apakah
7,pemerintah
7,mau
7,bertanggung
7,jawab
7,?
7,area
7,ini
7,area
7,padat
7,penduduk
7,","
7,memainkan
7,petasan
7,harusnya
7,dilarang
7,keras
7,!
7,saat
7,bertemu
7,dengan
7,kelompok
7,lain
7,","
7,atau
7,pengguna
7,jalan
7,(
7,dalam
7,hal
7,ini
7,pengendara
7,motor
7,)
7,akan
7,diserang
7,.
7,akibatnya
7,tawuran
7,antara
7,kelompok
7,atau
7,kekerasan
7,terhadap
7,pengguna
7,jalan
7,.
7,padahal
7,sudah
7,berulang
7,kali
7,dilaporkan
7,bahwa
7,jalan
7,pekapuran
7,ii
7,bukanlah
7,tempat
7,prostitusi
7,","
7,lokalisasi
7,","
7,atau
7,hiburan
7,malam
7,.
7,tempat
7,ini
7,adalah
7,tempat
7,pemukiman
7,warga
7,yang
7,berhak
7,beristirahat
7,dengan
7,tenang
7,di
7,malam
7,hari
7,!
7,petugas
7,berwenang
7,diwajibkan
7,untuk
7,patroli
7,dan
7,menjamin
7,ketentraman
7,dan
7,ketertiban
7,warga
7,!
7,segera
7,tertibkan
7,gerombolan
7,berandalan
7,yang
7,tidak
7,bertujuan
7,baik
7,dan
7,mengganggu
7,ketertiban
7,.
7,area
7,ini
7,bukan
7,untuk
7,preman
7,atau
7,orang-orang
7,yang
7,niatnya
7,mengacau
7,!
8,kepada
8,yang
8,terhormat
8,pemerintah
8,kota
8,bekasi
8,","
8,sebagai
8,warga
8,jatibening
8,kompleks
8,a.l
8,","
8,pondokgede
8,bekasi
8,","
8,saya
8,ingin
8,melaporkan
8,ketidaknyamanan
8,dan
8,ketidakamanan
8,sebagai
8,warga
8,dikarenakan
8,adanya
8,tawuran
8,di
8,situasi
8,covid
8,19
8,sekarang
8,","
8,dimana
8,keadaan
8,tersebut
8,pada
8,saat
8,setelah
8,hujan
8,dan
8,sedang
8,banjir
8,","
8,serta
8,terlihat
8,anak
8,anak
8,yang
8,terlibat
8,tidak
8,menggunakan
8,protokol
8,kesehatan
8,seperti
8,masker
8,","
8,yang
8,dimana
8,sangat
8,berbahaya
8,bagi
8,penyebaran
8,virus
8,corona
8,.
8,saya
8,mohon
8,dapat
8,diberikan
8,solusi
8,dan
8,tindak
8,secara
8,tegas
8,dan
8,disiplin
8,bagi
8,pelanggar
8,tersebut
8,","
8,dikarenakan
8,dapat
8,memicu
8,penyebaran
8,virus
8,corona
8,.
8,sekian
8,terimakasih
8,.
8,tertanda
8,","
8,warga
8,jatibening
8,indah
8,komp
8,.
8,a.l
8,","
8,pondok
8,gede
8,","
8,bekasi
8,.
9,aksi
9,balap
9,liar
9,(
9,motor
9,)
9,di
9,jalur
9,utama
9,jl.letjen
9,soeprapto
9,","
9,jakpus..
9,selama
9,ini
9,sangat
9,meresahkan
9,warga
9,.
9,hampir
9,setiap
9,hari
9,mereka
9,memenuhi
9,jalur
9,utama
9,tersebut
9,(
9,dari
9,cempaka
9,tengah
9,hingga
9,halte
9,depan
9,rumah
9,toko
9,cempaka
9,mas
9,.
9,warga
9,(
9,termasuk
9,saya
9,)
9,..
9,sudah
9,berulang
9,kali
9,meminta
9,pihak
9,kepolisian
9,(
9,polres
9,&
9,polsek
9,)
9,untuk
9,menindak
9,.
9,tapi
9,kurang
9,ditanggapi
9,dengan
9,maksimal
9,.
9,sudah
9,diberitahu
9,bahwa
9,aksi
9,tersebut
9,start
9,dari
9,jam
9,02.00
9,hingga
9,pagi
9,hari
9,.
9,patroli
9,bahkan
9,dilakukan
9,antara
9,jam
9,23.00
9,-00.30.
9,jelas
9,tidak
9,mungkin
9,ada
9,aksi
9,balap
9,liar
9,tsb
9,.
9,puncak
9,kekesalan
9,warga
9,muncul..
9,akibatnya
9,tadi
9,subuh
9,sekitar
9,jam
9,3
9,terjadi
9,chaos
9,antara
9,warga
9,dengan
9,para
9,peserta
9,dan
9,penonton
9,balap
9,liar
9,tsb
9,.
9,bisa
9,dikatakan
9,...
9,warga
9,kalah
9,dalam
9,jumlah
9,personel
9,","
9,karena
9,jumlah
9,peserta
9,dan
9,penonton
9,balap
9,liar
9,tersebut
9,sangat
9,banyak
9,(
9,+/-
9,100
9,orang
9,)
9,.
9,bahkan
9,tadi
9,ada
9,pula
9,rombongan
9,peserta
9,dari
9,arah
9,pulogadung
9,","
9,bekasi
9,","
9,kp.rambutan
9,","
9,lebak
9,bulus
9,hingga
9,bsd
9,yang
9,ikut
9,terlibat
9,chaos..bahkan
9,ada
9,yang
9,membawa
9,samurai
9,dan
9,golok
9,.
9,kalau
9,seperti
9,ini
9,terus
9,kondisinya
9,","
9,saya
9,pastikan
9,kedepannya
9,akan
9,ada
9,korban
9,jiwa
9,...
9,hukum
9,jalanan
9,sepertinya
9,lebih
9,baik
9,tuk
9,menutupi
9,kelemahan
9,pihak
9,kepolisian
9,.
9,keluhan
9,dan
9,laporan
9,saya
9,ini
9,sebaiknya
9,segera
9,ditindaklanjuti
9,","
9,sebelum
9,kalian
9,repot
9,ngurusi
9,korban
9,di
9,rumah
9,sakit
9,maupun
9,rumah
9,duka..
9,!
9,!
9,!
9,regard
9,piet
10,anak
10,dari
10,daerah
10,lain
10,menyerang
10,anak-anak
10,sungai
10,jawi
10,dalam
10,.
10,mengajak
10,tauran
10,.
10,ketika
10,dipanggil
10,pihak
10,kepolisian
10,hanya
10,membubarkan
10,.
10,tidak
10,lama
10,setelah
10,dibubarkan
10,dan
10,polisi
10,pergi
10,mereka
10,berkumpul
10,kembali
10,dan
10,mengajak
10,tauran
10,lagi
10,.
10,ini
10,sangat
10,mengganggu
10,warga
10,sekitar
10,.
10,dan
10,ini
10,juga
10,membahayakan
10,karena
10,para
10,penyerang
10,membawa
10,senjata
10,.
10,selain
10,itu
10,","
10,kejadian
10,ini
10,juga
10,membahayakan
10,bagi
10,pengguna
10,jalan
10,raya
10,","
10,karena
10,mereka
10,berlarian
10,disekitar
10,jalan
10,raya
10,sungai
10,jawi
10,dalam
10,.
10,saya
10,melihat
10,para
10,penyerang
10,sedang
10,berkumpul
10,di
10,barau
10,(
10,depan
10,gg
10,margodirejo
10,)
10,.
10,ini
10,selalu
10,terjadi
10,di
10,setiap
10,malam
10,minggu
10,.
10,mohon
10,segera
10,ditindaklanjuti
10,agar
10,tauran
10,ini
10,tidak
10,terjadi
10,lagi
10,.
10,harap
10,laporan
10,ini
10,segera
10,direspon
10,.
10,untuk
10,mencegah
10,hal
10,yang
10,tidak
10,diinginkan
10,terjadi
10,malam
10,ini
10,","
10,orang
10,di
10,gg
10,kami
10,sudah
10,menelpon
10,polisi
10,namun
10,mereka
10,hanya
10,dibubarkan
10,","
10,harap
10,polisi
10,bertindak
10,untuk
10,memberi
10,mereka
10,efek
10,jera
10,agar
10,tidak
10,terulang
10,.
10,terima
10,kasih
10,.
11,selamat
11,malam
11,bapak
11,polisi
11,yang
11,kami
11,hormati
11,","
11,saya
11,adalah
11,salah
11,satu
11,warga
11,yang
11,teramat
11,merasa
11,terganggu
11,dengan
11,keberadaan
11,sekelompok
11,abg/pemuda
11,yang
11,hampir
11,setiap
11,malam
11,nongkrong
11,bernyanyi
11,","
11,berteriak
11,","
11,mabuk
11,minuman
11,keras
11,dan
11,lain-lain
11,hingga
11,larut
11,malam
11,bahkan
11,subuh
11,pagi
11,..
11,dulunya
11,kelompok
11,tersebut
11,sudah
11,beberapa
11,kali
11,ditertibkan
11,karena
11,sering
11,memicu
11,terjadinya
11,tawuran
11,antar
11,kampung
11,.
11,dan
11,banyak
11,dari
11,mereka
11,juga
11,sudah
11,pernah
11,ditangkap..
11,namun
11,setelah
11,beberapa
11,lama
11,kelompok
11,tersebut
11,vacum
11,","
11,akhirnya
11,belakangan
11,ini
11,mulai
11,kembali
11,berkumpul
11,melakukan
11,hal²
11,seperti
11,yang
11,dijelaskan
11,tadi
11,.
11,kami
11,sebagai
11,warga
11,merasa
11,terganggu
11,dan
11,resah
11,akibat
11,ulah
11,mereka
11,.
11,tokoh
11,masyarakat
11,juga
11,sudah
11,beberapa
11,kali
11,coba
11,menertibkan
11,namun
11,tetap
11,saja
11,mereka
11,mengulanginya
11,kembali
11,.
11,jadi
11,kami
11,mohon
11,kepada
11,pihak
11,terkait
11,khususnya
11,kepolisian
11,yang
11,berada
11,diwilayah
11,kelurahan
11,grogol
11,","
11,kec
11,.
11,grogol
11,petsmbursn
11,jakbar
11,unthk
11,menindak
11,tegas
11,serta
11,melakukan
11,patroli
11,rutin
11,didaerah
11,tersebut
11,.
11,terima
11,kasih
11,atas
11,perhatiannya
11,dan
11,kami
11,berharap
11,bantuannya
11,.
12,ada
12,tawuran
12,di
12,kaliabang
12,tengah
12,","
12,bekasi
12,utara
12,.
12,disini
12,memang
12,rawan
12,tawuran
12,.
12,barusan
12,jam
12,2.45pagi
12,ada
12,tawuran
12,lagi
12,dan
12,untung
12,saja
12,ada
12,polisi
12,naik
12,motor
12,pakai
12,sirine
12,jadi
12,pergi
12,mereka
12,.
12,serem
12,sekali
12,.
12,tolong
12,dipantau
12,area
12,ini
12,karena
12,saya
12,takut
12,besok
12,besok
12,terjadi
12,lagi
12,karena
12,memang
12,sering
12,terjadi
12,.
12,sangat
12,meresahkan
12,masyarakat
12,.
12,terjadi
12,tanggal
12,12mei
12,(
12,gatau
12,kenapa
12,di
12,tanggal
12,kejadian
12,gabisa
12,dipilih
12,12mei
12,)
13,terkait
13,tawuran
13,yang
13,mulai
13,terjadi
13,kembali
13,dan
13,hampir
13,tiap
13,mlm
13,sekitar
13,jam
13,3
13,smpe
13,menjelang
13,subuh
13,di
13,jl.warakas
13,gg.21
13,kel.warakas
13,tg.priok
14,hari
14,ini
14,banyak
14,knalpot
14,bising
14,sepedamotor
14,dan
14,mobil
14,diwilayah
14,polsek
14,palupuh
14,","
14,polres
14,bukittinggi
14,","
14,sumaterabarat.seolah-olah
14,mau
14,mengajak
14,tawuran
14,","
14,juga
14,dentuman
14,musik
14,mobil
14,lewat
14,.
15,kepada
15,yth
15,.
15,pemerintah
15,provinsi
15,dki
15,jakarta
15,.
15,dengan
15,hormat
15,.
15,saya
15,dari
15,warga
15,rt.003
15,rw.010
15,kel
15,.
15,cipinang
15,besar
15,utara
15,kec
15,.
15,jatinegara
15,jakarta
15,timur
15,","
15,saya
15,ingin
15,melaporkan
15,tawuran
15,antar
15,warga
15,yang
15,sering
15,terjadi
15,di
15,wilayah
15,kel
15,.
15,cipinang
15,besar
15,utara
15,kec
15,.
15,jatinegara
15,jakarta
15,timur
15,.
15,sudah
15,1
15,bulan
15,ini
15,sudah
15,terjadi
15,6
15,kali
15,tawuran
15,antara
15,warga
15,cipinang
15,pulo
15,maja
15,dan
15,warga
15,cipinang
15,pulo
15,wetan
15,.
15,warga
15,dari
15,cipinang
15,pulo
15,wetan
15,sering
15,sekali
15,merusak
15,rumah
15,warga
15,dan
15,warung
15,warga
15,setiap
15,tawuran
15,.
15,tujuan
15,dari
15,warga
15,cipinang
15,pulo
15,wetan
15,merusak
15,rumah
15,warga
15,dan
15,warung
15,warga
15,karena
15,ingin
15,menjarah
15,harta
15,benda
15,kami
15,.
15,saya
15,berharap
15,ada
15,solusi
15,yang
15,ampuh
15,untuk
15,masalah
15,tawuran
15,ini
15,agar
15,mereka
15,yang
15,terlibat
15,tawuran
15,menjadi
15,jera
15,dan
15,tidak
15,melakukan
15,tawuran
15,lagi
15,.
15,karena
15,sampai
15,saat
15,ini
15,tidak
15,ada
15,solusi
15,sama
15,sekali
15,.
15,terima
15,kasih
16,sering
16,ada
16,tawuran
16,anak2
16,di
16,malam
16,hari
16,","
16,di
16,dekat
16,grandlucky
16,radio
16,dalam
16,.
16,hampir
16,tiap
16,minggu
16,ada
16,tawuran
16,.
16,tolong
16,di
16,pantau
16,","
16,supaya
16,tidak
16,ada
16,pengguna
16,jalan
16,atau
16,masyarakat
16,yang
16,terluka
16,.
17,assalamualaikum
17,wr
17,wbdengan
17,hormat
17,saya
17,kembali
17,melapor
17,kepada
17,pemerintah
17,kota
17,padang
17,","
17,terkhusus
17,satuan
17,keamanan
17,","
17,bahwasanya
17,di
17,daerah
17,purus
17,tepi
17,bandar
17,bakali
17,","
17,anak-anak
17,yang
17,ntah
17,dari
17,mana
17,asalnya
17,mulai
17,merusuh
17,","
17,mereka
17,ngelem
17,","
17,tawuran
17,","
17,mengganggu
17,keamanan
17,dan
17,kenyamanan
17,masyarakat
17,disini
17,lebih
17,tepatnya
17,rw
17,07.saya
17,mohon
17,sekali
17,lagi
17,tolong
17,dikondisikan
17,","
17,tolong
17,di
17,proses
17,","
17,kalau
17,bisa
17,diberi
17,hukuman
17,","
17,karena
17,kalau
17,misalnya
17,bahkan
17,warga
17,disini
17,yang
17,mengkondisikan
17,takutnya
17,bahkan
17,lebih
17,besar
17,lagi
17,perkaranya
17,karena
17,orang
17,tua
17,anak-anak
17,tersebut
17,kalau
17,anak
17,nya
17,di
17,peringatkan
17,orangtuanya
17,bahkan
17,ngebela
17,anaknya
17,yang
17,sudah
17,jelas
17,salah
17,dan
17,malahan
17,ajak
17,bertarung
17,kepada
17,yang
17,memarahi
17,anaknya.lokasi
17,berkumpulnya
17,anak-anak
17,tersebut
17,lebih
17,tepatnya
17,sekarang
17,di
17,bawah
17,jembatan
17,hijau
17,veteran.sekali
17,lagi
17,saya
17,minta
17,tolong.terimakasih
17,.
18,telah
18,terjadi
18,tawuran
18,massal
18,antar
18,perguruan
18,silat
18,antar
18,perguruan
18,menimbulkan
18,keresahan
18,dan
18,ketakutan
18,masyarakat
18,sebab
18,merusak
18,pemukiman
18,masyarakat
18,dan
18,sarana
18,umum
19,mohon
19,bantuannya
19,pak
19,polisi
19,wilayah
19,tanjung
19,priok
19,jakarta
19,utara..
19,daerah
19,tempat
19,pemukiman
19,saya
19,di
19,warakas
19,gang
19,21
19,sudah
19,2
19,malam
19,belakangan
19,ini
19,sering
19,terjadi
19,tawuran..
19,tawuran
19,sudah
19,menggunakan
19,senjata
19,tajam
19,dan
19,bom
19,molotov..
19,rumah
19,saya
19,sudah
19,terkena
19,sasarannya..
19,salah
19,satu
19,rolling
19,door
19,saya
19,tersabet
19,senjata
19,tajam
19,.
20,halomasjekek
20,jadi
20,begini
20,","
20,beberapa
20,hari
20,yang
20,lalu
20,terjadi
20,tawuran
20,antar
20,2
20,perguruan
20,bela
20,diri
20,di
20,daerah
20,slogohimo
20,yang
20,meresahkan
20,banyak
20,warga
20,.
20,saya
20,merasa
20,terganggu
20,dengan
20,kejadian
20,ini
20,dan
20,aktivitas
20,sehari
20,hari
20,terganggu
20,.
20,melihat
20,peristiwa
20,seperti
20,itu
20,yang
20,mana
20,bukan
20,baru
20,kali
20,pertama
20,terjadi
20,sebaiknya
20,segera
20,diberikan
20,ketegasan
20,kepada
20,perguruan
20,bela
20,diri
20,tersebut
20,atau
20,mungkin
20,seluruh
20,perguruan
20,bela
20,diri
20,di
20,wilayah
20,wonogiri
20,agar
20,peristiwa
20,semacam
20,itu
20,tidak
20,terjadi
20,lagi
20,.
21,ada
21,tawuran
21,anak
21,sekolah
21,di
21,ketapang
21,.
21,belakang
21,mall
21,gajah
21,mada
21,.
21,buruan
21,.
21,soalnya
21,mereka
21,bawa
21,sajam
21,.
21,takut
21,ada
21,yang
21,terluka
21,.
21,terima
21,kasih
22,lapor
22,hendy
22,asalamualaikum
22,salam
22,sejahtera
22,","
22,saya
22,ingin
22,melaporkan
22,tentang
22,keresahan
22,warga
22,wonodri
22,kebondalem
22,(
22,kel.wonodri
22,kecamatan
22,semarang
22,selatan
22,)
22,karena
22,tiap
22,jam
22,pulang
22,sekolah
22,banyak
22,siswa
22,dari
22,smk
22,3
22,yang
22,terletak
22,di
22,jalan
22,admodirono
22,nongkrong
22,dengan
22,jumlah
22,banyak
22,dan
22,merokok
22,di
22,depan
22,gang
22,jalan
22,wonodri
22,kebondalem
22,/
22,jalan
22,singosari
22,timur
22,yang
22,menyebabkan
22,contoh
22,tidak
22,baik
22,untuk
22,anak
22,sekolah
22,lainnya
22,dan
22,bagi
22,anak-anak
22,di
22,lingkungan
22,kami
22,dan
22,kadang
22,terjadi
22,persilisihan
22,dengan
22,kelompok
22,sekolah
22,lain
22,karena
22,mereka
22,nongkrong
22,secara
22,bergerombol
22,yang
22,menyebabkan
22,tawuran
22,","
22,mohon
22,untuk
22,bapak
22,walikota
22,bisa
22,meluruskan
22,masalah
22,ini
22,kepada
22,dinas
22,terkait
22,karena
22,kami
22,sebagai
22,warga
22,sdh
22,pernah
22,melaporkan
22,tindakan
22,ini
22,ke
22,sekolah
22,stm3
22,dan
22,pihak
22,babinsa
22,tapi
22,iya
22,masih
22,terjadi
22,lagi
22,masalah
23,untuk
23,wilayah
23,jagakarsa
23,","
23,jl
23,.
23,muh.kahfi
23,1.
23,sering
23,terjadi
23,tawuran
23,anak
23,abg
23,.
23,tepatnya
23,jlan
23,skitaran
23,tpu
23,kampung
23,kandang
23,.
23,biasanya
23,antara
23,pukul
23,1
23,-
23,4
23,pagi
23,.
23,sebagian
23,bahkan
23,berani
23,melakukan
23,pemalakan
23,warung
23,pinggir
23,jalan
23,.
23,mohon
23,sering
23,dilakukan
23,patroli
23,.
23,dan
23,bocah-bocah
23,tersebut
23,ditertibkan
23,.
23,karena
23,sangat
23,meresahkan
23,.
24,jalan
24,babarsari
24,dan
24,jalan
24,baladewa
24,sering
24,digunakan
24,sebagai
24,arena
24,balap
24,liar
24,pada
24,malam
24,hari
24,sampai
24,subuh
24,.
24,biasanya
24,hari
24,jumat
24,","
24,sabtu
24,dan
24,pada
24,hari
24,libur
24,.
24,lokasinya
24,jalan
24,babarsari
24,","
24,desa
24,caturtunggal
24,","
24,kec
24,.
24,depok
24,","
24,kab
24,.
24,sleman
24,","
24,yogyakarta
24,.
24,di
24,jalan
24,baladewa
24,juga
24,terdapat
24,sebuah
24,pub
24,yang
24,membuat
24,orang-orang
24,mabuk
24,dan
24,sering
24,tawuran
24,di
24,sekitar
24,jalan
24,baladewa
24,.
24,mohon
24,ditertibkan
24,.
25,kelurahan
25,sawangan
25,kota
25,depok
25,","
25,saya
25,selaku
25,warga
25,setempat
25,(
25,dekat
25,gerbang
25,hijau
25,disamping
25,polsubsektor
25,sawangan
25,)
25,memohon
25,diperketatnya
25,keamanan
25,di
25,malam
25,hari
25,","
25,dikarenakan
25,belakangan
25,ini
25,sering
25,terjadi
25,penggunaan
25,serta
25,tawuran
25,petasan
25,antar
25,anak-anak
25,.
26,tolong
26,tertibkan
26,anak-anak
26,liar
26,yang
26,setiap
26,malam
26,nongkrong
26,di
26,jalan
26,pekojan
26,2
26,no.5a
26,","
26,rt.08
26,","
26,dekat
26,pos
26,pertahanan
26,sipil
26,rw.06
26,tambora
26,","
26,jakarta
26,barat
26,","
26,.
26,sering
26,ribut
26,sampai
26,larut
26,malam
26,","
26,bikin
26,masalah
